question,20,1
question,31,1
horse,7,1
horse,12,1
horse,18,1
horse,20,1
horse,21,1
horse,28,1
horse,38,1
horse,39,1
horse,40,1
horse,44,1
horse,49,1
live,11,1
live,33,1
live,48,1
live,49,1
close,6,1
close,33,1
close,49,1
didn't,0,1
didn't,10,1
didn't,14,1
didn't,16,1
didn't,22,1
didn't,23,1
didn't,24,1
didn't,25,1
didn't,27,1
didn't,28,1
didn't,30,1
didn't,31,1
didn't,43,1
didn't,49,1
sight,12,1
sight,14,1
sight,38,1
sight,44,1
sight,49,1
else,11,1
else,12,1
else,27,1
else,43,1
else,49,1
family,3,1
family,5,1
family,8,1
family,31,1
family,41,1
family,45,1
family,46,1
answer,9,1
answer,10,1
answer,24,1
answer,29,1
answer,35,1
answer,44,1
arms,4,1
arms,7,1
arms,11,1
arms,25,1
arms,29,1
arms,42,1
arms,47,1
arms,49,1
ten,3,1
ten,5,1
ten,15,1
ten,18,1
ten,25,1
ten,30,1
ten,49,1
become,5,1
become,21,1
become,31,1
become,49,1
letter,5,1
letter,8,1
letter,11,1
letter,18,1
letter,31,1
letter,32,1
letter,33,1
letter,34,1
letter,44,1
business,0,1
business,3,1
business,5,1
business,7,1
business,10,1
business,18,1
business,31,1
business,47,1
fear,9,1
fear,31,1
fear,44,1
fear,49,1
person,5,1
person,7,1
person,27,1
person,31,1
person,34,1
possible,3,1
possible,21,1
possible,49,1
several,0,1
several,3,1
several,18,1
several,20,1
soul,1,1
soul,9,1
soul,10,1
soul,26,1
soul,41,1
soul,45,1
soul,49,1
rose,6,1
rose,8,1
rose,29,1
rose,49,1
brother,2,1
brother,8,1
brother,31,1
brother,37,1
brother,44,1
big,8,1
big,14,1
big,16,1
big,22,1
big,23,1
big,26,1
big,28,1
big,49,1
idea,1,1
idea,3,1
idea,10,1
idea,12,1
idea,33,1
idea,49,1
able,3,1
able,10,1
able,11,1
able,21,1
able,25,1
able,32,1
able,46,1
able,49,1
sun,12,1
sun,13,1
sun,23,1
sun,30,1
sun,32,1
sun,44,1
sun,45,1
sun,49,1
across,0,1
across,7,1
across,8,1
across,20,1
across,23,1
across,27,1
across,47,1
across,49,1
story,3,1
story,12,1
story,20,1
story,31,1
story,39,1
story,44,1
story,49,1
strange,12,1
strange,26,1
strange,46,1
strange,47,1
town,3,1
town,5,1
town,8,1
town,24,1
town,43,1
town,49,1
year,5,1
year,11,1
year,12,1
year,13,1
year,15,1
year,31,1
year,45,1
year,49,1
strong,9,1
strong,23,1
strong,29,1
strong,34,1
strong,48,1
strong,49,1
ran,7,1
ran,8,1
ran,14,1
ran,23,1
ran,27,1
ran,34,1
ran,44,1
ran,45,1
ran,47,1
ran,49,1
window,1,1
window,7,1
window,8,1
window,15,1
window,16,1
window,25,1
window,27,1
window,38,1
window,49,1
understand,3,1
understand,9,1
understand,11,1
understand,24,1
understand,31,1
thy,4,1
